first_name,last_name,birth_year,height,weight,salary
Isabella,Gold,1964,165.74,61.6178,31120
Brittany,Parsons,1971,153.377,62.1832,31120
Fidelia,Goodwin,1954,170.578,63.588,31120
Minna,Mayo,1997,191.821,81.4834,31121
Sabina,Garner,1966,153.222,80.2066,31122
Pattie,Frye,1956,194.993,85.3145,31124
Janie,Curtis,1967,157.827,99.1128,31126
Karlene,Harding,1979,158.037,97.7508,31126
Tuesday,Nolan,1956,193.187,50.8329,31128
Tracey,Randall,2002,152.3,59.4439,31129
Wallie,Lyons,1999,185.036,85.1904,31132
Mara,Howard,1972,197.075,62.5779,31139
Minetta,Stanton,1986,179.062,56.6517,31141
Lissa,Haas,1961,183.763,88.6622,31141
Page,Wiley,1956,191.535,75.7714,31144
Sandra,Stone,1999,185.437,82.231,31147
Rosanne,Chappell,1958,175.574,68.9645,31147
Lindi,Bryant,1989,160.952,88.8954,31149
Modesty,Spencer,2009,195.568,95.6685,31150
Luciana,Fletcher,1991,195.461,63.4528,31151
Dianemarie,Williamson,2005,161.935,56.1923,31154
Ebonee,Taylor,2004,163.394,76.7447,31157
Odetta,Davenport,1956,150.499,84.3881,31159
Denna,Waller,1998,173.89,74.2223,31159
Nissy,Leonard,1972,175.572,59.6449,31162
Kary,Powell,1969,193.175,94.0728,31166
Dael,Donnelly,2005,193.863,74.3059,31177
Kala,Dudley,2009,152.11,56.1099,31178
Mirelle,Swain,1991,161.605,83.951,31191
Mara,Harrison,1965,166.682,71.3759,31193
Sofie,Roach,1970,197.086,83.3894,31197
Madeline,Jain,1987,170.232,72.0881,31198
Delly,Poole,1952,166.15,82.2917,31199
Kial,Joseph,1986,190.928,92.2195,31200
Athene,McKay,2003,184.601,55.8687,31201
Zorana,Khan,1988,167.645,56.5696,31202
Elyn,Moran,1996,175.301,69.2242,31205
Libby,Weiss,1965,169.658,56.0046,31206
Athena,Turner,1998,187.053,50.1912,31209
Delphine,McKay,1970,173.945,67.1061,31210
Libbi,Rogers,1982,150.531,85.6895,31212
Piper,Hurley,1993,151.465,60.1503,31213
Anselma,Curtis,1967,158.169,62.1799,31213
Fredi,Rivera,1986,187.531,54.0879,31214
Deane,Kessler,1961,152.803,77.6559,31215
Marybelle,Gonzalez,1992,197.93,59.3384,31220
Eolande,O'Connell,2007,150.923,67.562,31220
Josepha,Glover,1980,172.8,75.9831,31223
Twyla,Watson,2002,197.483,78.7737,31224
Wini,Mayer,1952,169.223,54.0716,31228
Annalise,Bruce,2008,199.038,76.6405,31231
Rena,Palmer,1951,189.94,86.9483,31247
Mireille,Hedrick,1986,176.827,98.2796,31247
Hanna,Lane,2007,165.245,50.2053,31250
Kendra,Lehman,1971,153.514,85.8042,31252
Marylee,Hensley,1964,196.679,57.5162,31254
Tera,Allison,1994,175.68,78.9841,31256
Willa,Phelps,1959,166.352,56.3002,31256
Paola,Decker,2003,191.923,71.3912,31257
Lotte,Burnett,1973,151.447,52.9305,31263
Allyn,Cheng,1961,187.31,93.9138,31263
Idette,Lester,1969,157.762,60.8068,31265
Sal,Gallagher,1956,162.922,68.2708,31266
Doralyn,Davenport,2000,197.308,55.6736,31270
Carmel,Jenkins,1956,175.986,70.3893,31273
Goldarina,McConnell,1991,185.077,86.0559,31276
Reine,Erickson,1953,160.275,68.5196,31277
Nicolle,Fink,1962,162.895,77.6535,31282
Zonda,Arnold,1961,192.63,77.6402,31292
Salli,Burch,1956,157.795,80.0545,31294
Renie,Dunn,1991,178.571,63.6066,31295
Fania,Tyler,1951,188.018,58.33,31296
Milissent,Malone,1996,164.727,56.242,31302
Gussi,Chan,1959,162.087,68.0771,31303
Mercy,Grossman,1996,187.581,98.9552,31303
Yovonnda,Finch,2000,160.465,71.5362,31304
Franny,Wall,1989,165.757,53.2991,31304
Nikolia,Phelps,1961,158.112,82.3021,31312
Robinetta,Lowry,1974,195.43,57.7063,31313
Katuscha,McDonald,1966,156.132,74.0553,31313
Kattie,Michael,1992,152.448,76.7126,31318
Lorena,Weeks,1951,189.198,57.4235,31318
Christan,Rouse,2001,195.897,54.7259,31319
Marika,Branch,1969,193.045,69.9691,31322
Anette,Foster,1955,191.401,98.1059,31322
Sheila,Lee,1969,171.618,86.6027,31326
Othilia,Shea,1978,161.359,90.4282,31331
Mirabelle,Kidd,1973,161.345,91.7439,31332
Tommi,Marsh,1979,186.16,88.5893,31334
Giralda,Levy,1989,169.148,56.4245,31335
Lexy,Kirkland,2009,177.706,75.611,31335
Faith,Bowling,1969,160.479,97.5401,31340
Brooke,Kenney,1993,156.522,88.2222,31340
Domeniga,Sanford,1958,192.266,97.1945,31344
Kristal,Black,1974,191.792,63.3558,31345
Randene,Gill,1991,173.855,86.4144,31347
Gloria,Bowers,1962,164.229,61.2878,31350
Elsi,Waters,1979,184.391,60.6584,31355
Cecil,Diaz,1984,177.083,71.756,31357
Aurlie,Myers,1975,189.804,55.2877,31358
Lida,Brantley,1977,152.329,96.7411,31362
Kellie,Wilson,1992,164.288,87.168,31363
Stesha,Brady,1998,187.861,58.536,31364
Melany,Cheek,1989,194.876,76.0108,31365
Neala,Oh,2001,150.59,74.7835,31367
Latia,Hansen,1963,193.441,55.3481,31370
Jeri,Knowles,1953,195.8,75.6098,31371
Catina,Pierce,1958,163.437,65.7027,31373
Daisi,Hurst,1990,193.145,82.6021,31378
Allina,Hodge,1994,195.525,71.7006,31379
Nanni,Griffith,1999,174.191,66.3765,31382
Bree,Dennis,1978,167.751,65.234,31382
Hadria,Jain,2002,156.669,55.2569,31385
Pansy,Kenney,1970,159.049,83.2244,31388
Regina,Hwang,2010,192.332,55.4225,31388
Maire,Sharp,1991,163.231,75.5439,31395
Veda,Ward,2001,158.302,85.584,31400
Alena,Burke,1996,186.104,90.345,31400
Piper,Hudson,2003,175.47,77.3271,31409
Bernette,Bynum,1997,154.201,78.0313,31414
Genia,McGuire,1964,189.399,86.132,31415
Sarita,Sigmon,2002,181.069,73.326,31416
Fallon,Pickett,1969,172.148,71.7085,31418
Theo,Kent,1998,154.169,89.4669,31425
Roselle,Middleton,1971,178.289,96.5771,31426
Krystalle,Meyers,1977,153.804,75.696,31427
Reine,Bernstein,1982,189.82,99.8096,31435
Gabbi,Hartman,1992,178.679,92.5826,31435
Annadiane,Massey,2000,165.663,89.7682,31437
Phyllys,Collins,1967,163.136,93.481,31442
Michell,Nance,1993,168.363,99.8984,31448
Sidoney,Pace,1993,169.945,82.6854,31459
Halette,Orr,1974,184.413,51.7648,31460
Frederica,Humphrey,1980,190.576,87.1704,31460
Mia,High,1950,150.714,55.4395,31460
Allix,Nelson,2002,196.18,50.7878,31462
Ebony,Stroud,1981,192.569,60.9982,31462
Cindie,Desai,1980,168.578,97.2666,31470
Nancie,Glass,1960,158.532,50.9599,31474
Muffin,Drake,1976,167.827,87.6823,31476
Helenka,McMillan,1991,184.239,76.565,31479
Bibby,Miller,1975,186.228,55.1646,31483
Stephanie,Simpson,1992,174.639,97.2772,31486
Quintina,Reeves,1981,169.237,64.0928,31488
Brandy,Vaughan,1987,172.875,67.5955,31489
Darb,Swanson,1986,152.593,91.7275,31490
Celka,Newman,1964,168.974,75.6827,31492
Celestyna,Moody,1992,152.101,64.7584,31495
Augustina,Schultz,1966,193.771,57.9991,31496
Nixie,Pope,1956,165.941,80.9224,31499
Jobie,O'Connell,1969,176.552,62.8405,31500
Lorena,Strickland,1982,166.244,90.5457,31502
Joleen,Armstrong,1963,180.214,61.9208,31509
Fidelity,Wheeler,1994,153.639,76.9674,31513
Josee,Young,1958,171.498,93.5009,31515
Dehlia,Morrow,1963,185.799,86.8096,31515
Lucinda,Coleman,1957,157.493,89.0696,31516
Brenna,McLean,1992,168.131,72.5305,31517
Ede,Moran,1965,183.405,96.5118,31519
Robinetta,Parrott,1973,158.218,73.972,31525
Alanna,Ball,1982,182.893,99.8708,31527
Ira,Bruce,2002,170.722,69.7723,31528
Delphinia,Garrett,1978,155.848,50.474,31531
Leigh,Walker,2009,159.608,78.5104,31541
Germain,Olson,1964,155.132,69.4161,31543
Lynnell,Oakley,1980,181.163,77.0972,31545
Issy,Hunt,1959,159.794,74.5914,31550
Sarette,Bullard,1981,176.195,84.9147,31551
Marji,MacDonald,1979,159.989,95.6483,31555
Ondrea,Hedrick,1955,187.151,57.4482,31555
Adda,Erickson,2001,192.582,62.1217,31559
Gwenny,Saunders,2001,180.575,68.9721,31564
Selma,Hensley,1981,152.062,50.307,31571
Agnese,Bean,1975,185.311,75.2244,31574
Leena,Barnes,1980,180.284,50.7389,31574
Lorette,Vogel,1959,163.754,56.919,31574
Vivyan,Knight,1959,174.566,62.2722,31575
Angelia,Marks,1966,178.523,55.6514,31580
Golda,Khan,1966,184.329,94.5023,31582
Breena,Gay,1996,161.465,92.6892,31588
Bonnibelle,Wu,1991,198.334,56.8216,31588
Lyndell,Arnold,1953,185.407,59.8232,31589
Willi,Marshall,1964,191.823,97.1006,31589
Ermentrude,Dyer,1966,189.594,58.9543,31590
Charmane,Hill,1986,178.602,50.043,31595
Corrine,Poole,1995,168.166,96.7634,31595
Aleda,Jensen,1985,157.122,56.2992,31597
Bibi,Sloan,1958,160.965,60.8122,31598
Amy,Wolf,1964,181.573,93.5777,31602
Lorrie,Little,2000,161.376,87.4277,31604
Sandye,Cox,1979,178.526,66.5659,31607
Wileen,Pitts,1966,171.552,91.5639,31616
Robby,Goldman,1987,171.169,55.5886,31618
Gizela,Buckley,1998,193.465,72.7638,31625
Prudence,Kearney,1970,192.646,87.9503,31627
Coriss,Clements,2001,187.857,51.0056,31629
Mariann,Forbes,2002,180.489,86.2128,31632
Ayn,Rodriguez,1980,150.347,78.4817,31632
Kaye,Ho,1979,170.699,67.7869,31633
Mureil,Shepherd,1969,189.563,60.0694,31634
Rickie,Parrott,1967,185.837,73.0636,31644
Kyla,Chapman,2003,155.663,66.7422,31647
Roselia,Hensley,1991,191.996,50.2376,31650
Henrietta,Bullard,1967,155.075,70.8495,31655
Aline,Rhodes,1975,171.7,86.1283,31656
Mareah,Shelton,1978,175.586,84.6172,31661
Babs,Wise,2002,160.475,55.7505,31663
Rosaleen,Bryant,1982,198.368,56.6846,31663
Bea,Archer,1980,179.93,92.9478,31665
Jo Ann,Singer,2004,178.14,73.5733,31665
Hildagard,Baldwin,2010,168.015,99.0868,31668
Maryann,Johnston,1982,189.334,87.2903,31669
Janeczka,Gorman,2002,171.115,65.6293,31669
Marlena,Duffy,2005,173.141,54.8341,31672
Liv,Mayo,2001,161.934,70.1797,31672
Daffy,Sims,1989,154.276,77.3163,31675
Jesse,Womble,2001,156.911,78.8513,31677
Madalyn,Murphy,1959,160.762,50.2568,31692
