first_name,last_name,birth_year,height,weight,salary
Shalna,Hinson,1971,188.713,89.1738,31906
Rebeka,Boyle,1997,170.381,78.6691,31918
Vicky,Lang,1953,172.41,82.0029,31919
Dodie,Hamrick,2004,195.212,89.4942,31920
Eadie,Mayer,2009,196.623,80.7581,31926
Damara,Dyer,1952,173.666,61.1042,31949
Petra,Bolton,1980,193.998,76.4104,31960
Sally,Morrison,1978,167.459,92.0532,32016
Darsie,Martin,1996,151.466,82.3623,32018
Giana,Mayer,1990,175.741,97.971,32090
Rosamond,Horne,1988,155.668,61.4968,32107
Roselia,Bray,1997,182.263,91.7879,32121
Diena,Rosenthal,1979,159.211,50.1688,32132
Gilly,Floyd,1993,171.518,88.0008,32143
Orelia,Kaplan,1994,173.514,88.2042,32184
Nady,Huang,1950,175.364,55.8515,32216
Olenka,Little,1992,162.166,74.6348,32220
Alysia,Gupta,1990,156.151,55.5185,32231
Tillie,Cline,1969,153.853,50.4448,32267
Ruthy,Matthews,2008,167.922,94.1949,32272
Cynthia,Lopez,1996,197.207,95.0456,32277
Phylys,Wang,1972,157.454,96.1823,32294
Etty,Rice,1952,168.388,66.4925,32298
Merralee,Holder,2008,186.799,63.1123,32312
Lorilee,Buchanan,1977,174.801,67.6823,32313
Lesly,Hawkins,2000,163.87,92.4834,32349
Theresa,Mercer,1953,161.34,76.8627,32376
Kizzie,Ritchie,2010,188.34,97.3065,32417
Christin,Levin,1995,194.115,92.3736,32459
Brena,Gallagher,1975,195.444,81.0005,32522
Dyna,Flowers,1957,158.058,82.6395,32539
Annice,Hines,1963,165.942,81.4067,32576
Neysa,Brandon,1969,157.379,90.6456,32602
Cissiee,Kramer,1974,183.537,81.7537,32628
Lexi,Sanford,1964,160.876,64.26,32643
Susanna,Vogel,1974,176.18,56.4086,32653
Cyndia,Duffy,1961,163.477,86.6464,32709
Betsey,Coble,1962,193.277,83.9368,32716
Ilene,Gibbs,1958,190.11,75.6424,32778
Dotti,Best,2004,182.59,51.0041,32806
Tammy,Hardison,1973,193.813,75.6939,32813
Jacquette,Weaver,1977,173.436,80.6806,32830
Marjie,Williamson,1951,175.79,93.4347,32839
Olga,Barrett,1986,162.267,53.4045,32850
Esmeralda,Chu,2006,157.837,75.0001,32907
Mirelle,Lyons,2008,166.632,74.9407,32912
Flora,Sharpe,2002,180.341,57.2744,33113
Darby,Schultz,1982,163.24,56.3313,33183
Janetta,Boyle,1958,159.551,67.3073,33186
Guenevere,Michael,1991,173.544,51.1368,33234
Nanci,Buckley,1993,170.392,71.8307,33258
Binni,Dorsey,1984,190.484,79.6504,33282
Mallorie,Bullard,1969,151.371,65.3224,33291
Nonie,Schultz,2006,189.786,61.2379,33349
Meade,Dickinson,1993,188.602,82.9711,33364
Marylynne,Saunders,2001,187.158,71.8032,33420
Adela,Walters,1964,187.17,52.0303,33435
Gratiana,Rodriguez,1995,155.253,55.5026,33449
Wilona,Adcock,2010,192.628,68.0604,33470
Filippa,Pearson,1952,190.736,56.9778,33478
Rozanne,Patel,1997,168.714,81.1914,33488
Johanna,Weber,2002,177.67,69.3466,33510
Robenia,Block,1995,188.059,88.9805,33565
Esmeralda,Mercer,1959,156.387,78.6784,33610
Joane,Glover,1960,189.405,60.01,33666
Chelsy,Pollock,1976,167.314,50.8046,33679
Ermina,Summers,1972,197.013,60.8687,33708
Ardisj,Kumar,1996,180.253,52.9713,33767
Elmira,Dennis,1979,171.152,50.7707,33794
Blinny,Kidd,2005,153.182,79.0159,33794
Noelyn,Mullins,1973,198.214,54.668,33856
Jessalyn,Yu,1989,194.58,68.7331,33874
Melisenda,Mercer,1972,198.542,53.1526,33936
Honoria,Gallagher,1998,150.148,69.0772,33977
Hesther,Phelps,1980,170.267,83.3725,34012
Connie,Lim,1973,182.647,98.5922,34043
Jemie,Collins,1998,165.916,96.5926,34046
Ruth,Moran,1950,195.16,92.5004,34085
Sena,Willard,2002,164.919,59.0773,34085
Doro,Short,1968,168.464,60.1767,34118
Caitrin,Knox,1994,187.924,98.7161,34126
Eolanda,Massey,1970,195.222,79.0563,34138
Charyl,Melvin,1958,190.733,50.518,34152
Karrie,Atkins,1985,188.695,71.4474,34183
Athena,Hicks,1998,196.207,82.7324,34210
Francene,Dale,1958,187.371,60.168,34267
Adrianne,Greenberg,2000,185.722,62.2668,34405
Charmian,McMillan,1994,182.182,88.8163,34414
Goldarina,Deal,1972,170.393,98.1562,34495
Brear,Helms,1989,176.041,99.3787,34522
Bonnibelle,Peele,1954,171.444,60.9917,34542
Jemimah,Gardner,1982,172.341,94.8127,34561
Cleo,Peck,2009,155.253,75.8498,34592
Janeta,Pearson,1956,159.441,83.4005,34651
Koressa,Duke,2005,159.833,72.274,34699
Carmelia,McLaughlin,2001,185.418,86.9344,34785
Marybelle,Goldstein,1981,190.92,54.7387,34786
Tiphanie,Carpenter,1991,181.798,78.9436,34798
Georgianna,Strickland,1982,168.601,88.5143,34809
Rosalia,Beach,2000,188.571,66.8527,34833
Kiah,Spivey,1972,169.256,59.2861,34868
Ardis,Shaffer,1984,179.509,73.407,34877
Gracie,Weiner,1980,166.539,70.4683,34902
Emmey,Holt,1978,191.013,91.4744,34915
Lorilyn,Hahn,1976,159.131,74.1437,34921
Rikki,Tate,1968,163.084,92.1831,34952
Loria,Kidd,2010,172.875,72.7674,35013
Kendra,Tan,1969,179.702,66.1492,35027
Martynne,Small,1974,158.833,76.765,35072
Zilvia,Williamson,1993,198.327,95.3828,35096
Reggie,Lancaster,1950,175.902,57.2692,35125
Leila,Feldman,1982,159.183,73.7401,35134
Tracey,Thomson,1999,170.371,61.6675,35181
Nicoli,Craft,1992,196.016,58.0683,35213
Meghan,O'Connor,2002,181.005,73.9052,35213
Rivkah,McGee,1971,153.059,96.5248,35230
Leela,Siegel,1967,169.014,98.3855,35263
Arda,Winstead,1952,153.439,66.933,35291
Selena,Dickinson,1981,153.59,76.0232,35355
Cam,Crowell,1951,163.992,58.763,35363
Marla,Nance,1956,182.565,59.2045,35367
Pammie,Holden,1983,167.15,82.0148,35377
Vikki,Coates,1983,167.437,67.258,35378
Verene,Shore,1988,171.372,79.1695,35399
Kaleena,Carr,1956,199.409,53.9622,35411
Orly,Wang,1952,162.127,89.1674,35452
Dena,Sloan,1985,199.126,60.3355,35499
Nikoletta,Cooper,1984,190.355,79.2659,35578
Delilah,Cowan,2001,197.961,85.0139,35605
Chelsie,Cook,1990,194.535,93.941,35642
Lucilia,Gorman,1950,168.125,91.3694,35672
Abra,Kelly,1984,157.721,64.4133,35681
Helaina,Parks,1993,185.802,94.3586,35752
Ermentrude,Pope,1980,160.854,81.8968,35757
Janessa,Sanders,1993,193.668,64.9448,35777
Nikaniki,Lloyd,1985,150.461,89.9042,35779
Marrissa,Bradley,1954,170.675,92.115,35793
Janene,Harding,1980,169.677,62.5684,35809
Fernande,Phelps,1984,158.839,73.7255,35866
Barbi,Hines,1998,185.257,60.4635,35888
Elsey,Waters,1982,173.402,62.9523,35972
Tressa,Mathews,1990,193.527,63.772,35978
Appolonia,Britt,1959,150.346,90.7593,35987
Gunilla,Buchanan,1999,153.941,75.1068,36006
Virginie,Stevens,1964,160.95,86.9429,36018
Ardis,Link,1960,184.435,74.8866,36051
Rickie,Dickson,1980,179.742,88.4377,36072
Rozalin,Frost,1974,154.156,91.5075,36104
Jodie,Kerr,1986,188.32,61.0066,36148
Kimberly,Tucker,2003,157.408,58.2712,36200
Pammie,Rollins,2006,165.05,83.0563,36202
Mary,Bean,1965,158.064,52.9604,36221
Teena,Weiss,1999,192.422,58.9123,36229
Lucita,Potter,2003,182.197,65.9057,36242
Lonee,Fields,1967,198.551,57.138,36253
Loutitia,Zhu,1991,168.671,94.5826,36266
Jorry,Herbert,1950,164.08,99.7478,36303
Marci,Newton,1970,173.837,81.7229,36372
Laverne,Jensen,1972,187.4,83.2815,36432
Shina,House,1951,174.049,50.571,36445
Lelah,Crawford,1957,171.512,79.7301,36458
Johnna,McGee,1974,159.018,82.2719,36460
Maurise,Berger,1950,183.461,86.5909,36475
Diandra,Becker,1953,177.426,88.3492,36575
Ulrikaumeko,Dalton,1994,199.201,67.6801,36580
Ninetta,Leonard,1997,193.566,64.0101,36643
Lotta,Rodriguez,1974,152.619,71.2601,36658
Gayel,Wilkinson,1952,196.224,75.7764,36678
Doll,Doyle,1996,189.988,68.0098,36694
Reba,Cash,1994,177.491,60.5116,36758
Christian,Werner,1988,171.539,95.567,36781
Bobbee,Randall,1966,157.193,94.8321,36820
Britt,York,1964,182.107,50.8994,36847
Mitzi,Day,1957,176.602,97.4919,36896
Karmen,Hopkins,2006,176.671,72.1394,36914
Faye,McGuire,1950,176.676,54.2234,36918
Arielle,Perez,1974,157.095,79.6469,36931
Denise,Long,1972,167.71,76.1863,36954
Simone,Baird,1967,185.324,72.2815,36955
Ainslie,Marsh,1961,163.054,65.109,36990
Eveline,Pearson,1956,157.229,99.5398,36990
Amalie,Gross,1965,189.605,65.5681,37006
Lucie,McKee,2006,160.494,93.8882,37017
Marie,Currin,1961,169.234,69.4399,37039
Lillian,Spencer,1999,166.404,86.6971,37058
Carolyne,Taylor,2002,186.616,93.3059,37071
Fionna,Boone,1975,162.27,68.6213,37082
Katie,Riddle,1983,153.046,74.7959,37105
Angelia,Baldwin,1994,184.207,80.3105,37142
Hyacinthia,Ivey,1977,186.198,51.0205,37424
Cate,Farmer,1983,177.34,56.0821,37426
Jacenta,Terrell,1955,166.817,85.3913,37426
Mattie,Harper,1966,192.039,68.9728,37430
Tera,Hodge,1966,164.101,51.619,37475
Kira,Melton,1965,195.118,92.3176,37482
Othelia,Robertson,1988,178.258,86.6315,37485
Selma,Christian,1994,169.414,69.2428,37496
Pandora,Strickland,1957,190.614,95.8768,37497
Amy,Ellis,1972,192.946,63.4008,37504
Gabey,Blanton,1989,187.844,90.1904,37533
Pammi,Connolly,1968,185.285,66.1772,37540
Dacy,Walters,1996,157.793,82.1066,37543
Vania,Doyle,1994,173.886,69.5846,37569
Ainsley,Osborne,1999,161.042,58.9559,37572
Helge,Stout,1970,172.267,94.4896,37575
Wanda,Lynn,1997,154.363,98.7664,37619
Emmey,Kennedy,2005,199.101,61.8576,37626
Kari,Berman,1957,198.481,72.5262,37638
Beverie,George,1990,172.836,54.8725,37751
Roxine,Robinson,1957,175.471,69.4988,37782
Fan,Blum,1999,157.705,77.4299,37945
Brittany,Sun,2007,181.282,96.7642,37978
Geralda,Hines,1958,154.522,50.6584,37987
Keely,Lanier,1993,197.32,54.1229,38004
Celina,Law,1987,187.782,54.5361,38008
Willette,Martinez,2009,150.988,73.8144,38055
Karla,Griffith,1999,194.759,55.0015,38082
Auberta,Swain,1988,198.727,64.0886,38092
Karlee,Chen,1993,190.6,54.4503,38118
Leelah,Bowles,2006,155.739,55.717,38183
Chandra,Craven,1994,179.08,90.5374,38251
Katherina,Paul,2002,195.144,52.9429,38261
Elbertina,Pearson,1962,152.59,50.0557,38284
Xylina,Allred,1986,195.901,80.8609,38305
Ethelda,Vick,2007,196.75,73.33,38374
Bettine,Norton,1999,156.474,70.0274,38466
Ladonna,Daly,1983,191.16,62.8196,38481
Rosy,Swain,1980,178.171,86.0602,38489
Danni,Whitehead,1967,194.741,65.8374,38493
Holli,Barton,1981,170.242,99.6075,38575
Celene,Ford,1962,164.022,52.0331,38634
Madelina,Sharma,1987,199.031,69.7896,38703
Lebbie,Langston,1979,196.814,86.2437,38716
Ofelia,Quinn,1985,188.478,61.1672,38722
Vicky,Rao,1989,191.402,59.1983,38734
Nessie,Kerr,1961,151.441,50.7571,38745
Fawne,Byrd,1959,159.178,53.9736,38748
Carly,Johnston,1991,187.68,99.9235,38749
Kizzee,Giles,1990,155.077,93.9263,38757
Raeann,Melton,1967,198.739,73.9654,38775
Blythe,Peele,1991,196.097,66.4154,38790
Judith,O'Donnell,1958,155.839,93.5546,38830
Daile,Jiang,1960,195.208,86.8488,38833
Ginelle,Law,2000,173.533,60.6163,38834
Zelda,Brewer,1990,159.097,87.1721,38840
Bryn,Dillon,1971,191.612,90.2676,38862
Margette,Sinclair,1993,177.284,93.936,38916
Faydra,Albright,1950,174.538,91.981,38931
Bette,Ellis,1969,162.157,87.6496,38968
Celestia,Wilcox,1991,177.639,73.3023,38976
Griselda,Christian,1952,193.685,53.6294,38984
Diane-Marie,Gorman,1957,187.609,72.2119,39000
Audie,Barefoot,1958,175.354,65.8636,39012
Norri,Boone,1960,162.903,72.5499,39026
Stormie,Eason,2003,195.843,97.2296,39039
Estrellita,Gupta,1964,170.338,67.6865,39042
Kerry,Farmer,2004,168.665,89.165,39048
Stormi,Henry,1985,168.977,94.1942,39069
Ede,Pace,1958,182.31,54.5219,39157
Madelle,Daniel,1967,192.074,77.1561,39221
Timmie,Cobb,1953,179.113,93.5389,39222
Lettie,Bennett,2006,186.117,80.9957,39246
Allison,Alston,1951,158.252,97.6653,39262
Siana,Dorsey,1962,171.115,91.2747,39262
Karola,Garrison,1963,162.511,50.5035,39290
Larissa,Holden,1976,168.745,81.6298,39297
Clarie,Kirby,2004,194.561,85.8854,39311
Idalia,Tanner,1983,178.658,97.6473,39348
Kathie,Collins,2009,187.86,67.8396,39358
Eolande,Rogers,1970,158.717,73.3822,39386
Fiorenze,Richardson,1984,193.936,90.9453,39403
Harlene,Shields,1990,169.981,63.5486,39404
Tillie,Wilder,1986,171.763,85.2792,39405
Camille,McDonald,1979,186.101,69.5807,39416
Cookie,Goldman,1997,153.854,76.644,39424
Ninetta,Gorman,2008,177.18,98.0336,39499
Jourdan,Shea,2003,166.385,73.9367,39640
Aigneis,Woodruff,1971,152.707,81.7819,39730
Phaidra,Dickerson,1972,182.278,82.5184,39800
Opalina,Cannon,1992,163.438,73.1007,39812
Antonella,Burnette,1988,183.916,81.5831,39906
Sari,Payne,1989,182.007,71.137,39910
Fernandina,Warren,1954,193.587,71.1746,39911
Katleen,Fisher,1964,167.404,98.894,39923
Aggi,Glover,2009,168.843,87.5422,39927
Jeanna,Greene,1952,188.885,59.6683,39963
Hali,Meyers,1975,168.911,86.7019,40016
Colette,Armstrong,1983,168.714,59.9821,40082
Fionnula,Jackson,1988,177.394,56.7612,40101
Kara,Bowling,1996,168.645,83.3357,40150
Joeann,Lowry,2008,178.604,80.7827,40207
Eugenia,Medlin,1970,181.178,87.9272,40244
Emmaline,Wolf,1951,186.24,92.2348,40245
Clarissa,Ramsey,1966,150.789,66.0888,40246
Bess,Allred,1982,164.079,82.8397,40297
Elfreda,House,2006,172.502,85.0505,40297
Linet,Stevens,1959,182.96,65.595,40306
Ardra,Swanson,1962,190.512,64.8996,40315
Norah,Shapiro,1997,176.568,73.6831,40327
Cyndia,Atkinson,1967,151.338,63.0995,40402
Guinna,Boyette,1988,169.57,53.2796,40411
Genevieve,George,1969,198.991,99.8538,40417
Elisabeth,Watson,1991,182.849,92.5127,40426
Abigale,Kinney,1989,187.255,84.9257,40458
Willamina,Palmer,2010,199.663,62.9003,40470
Vania,Pitts,1984,193.421,81.6023,40501
Eden,Benson,1993,195.344,77.1424,40520
Eve,Golden,1972,180.57,83.365,40536
Cicely,Kinney,2010,168.149,70.4694,40684
Ricky,Helms,1998,157.351,56.8553,40697
Jocelyn,Boyle,2006,154.361,71.8871,40737
Ninnette,Johnson,1976,164.161,92.8489,40752
Valery,Hawkins,1965,161.446,86.313,40844
Lyda,Eaton,1986,181.404,70.8106,40845
Genny,Larson,1952,186.567,50.3249,40864
Martelle,Jensen,1963,184.288,67.1839,40872
Tabby,Armstrong,1957,197.346,85.207,40888
Salomi,Griffin,1985,191.448,71.3407,40920
Harriette,Heath,1991,150.674,90.5856,40933
Rozella,Joyce,1982,154.97,89.384,40956
Salli,Reynolds,1963,172.529,80.2651,41003
Birgitta,Briggs,1962,163.015,91.0521,41006
Lorianne,Beach,1997,166.108,74.0555,41014
Ricky,Jenkins,1967,193.956,94.4168,41050
Jacquelyn,Mason,2000,197.963,52.7962,41066
Kris,Douglas,2007,187.556,72.735,41099
Talyah,Barefoot,1998,178.026,81.2023,41184
Elisha,Heath,2007,195.373,54.3565,41233
Marcile,Hogan,1962,175.972,57.6831,41307
Kerrie,Daniels,1972,171.003,99.0234,41325
Mandy,Phillips,1985,197.736,86.7039,41340
Dari,Byers,1994,193.239,83.5436,41454
Nicol,Garcia,1985,159.086,99.6835,41466
Wrennie,Spivey,1998,195.384,94.1927,41481
Linnie,Yates,2003,175.872,89.9899,41545
Gina,Kirk,1990,150.096,54.8789,41552
Dosi,Roth,1969,189.092,54.0997,41567
Rhiamon,Noble,1952,181.903,58.2316,41598
Brittaney,English,1959,190.382,74.7865,41617
Vivyan,Levy,1974,168.566,86.7742,41632
Leandra,House,1980,194.928,77.5709,41747
Madelene,Oakley,1964,189.443,58.1259,41757
Fenelia,Hopkins,2008,159.869,66.1021,41767
Maye,Duffy,1990,170.631,73.3995,41801
Caria,Freeman,1987,184.502,53.2762,41807
Annadiane,Nichols,1969,168.922,73.3187,41819
Genevra,Peacock,1958,172.113,52.9045,41853
Josee,Friedman,2010,152.7,88.0043,41878
Mei,Ray,1970,176.44,79.663,41898
Dorena,Rosenthal,2007,156.978,79.3746,41950
Farah,Carter,1988,165.809,80.4969,41982
Celia,Drake,1971,160.948,72.9447,41997
Deanna,Bradley,1963,180.492,90.6993,42023
Maryanna,Tucker,2005,160.013,69.7334,42029
Jocelyn,Langston,2002,195.397,63.9702,42080
Lynnette,Davies,1961,153.061,64.6488,42099
Moreen,Harris,1964,157.887,78.2972,42153
Beverie,Wilder,2010,179.464,84.9709,42199
Eulalie,Shaw,1988,174.76,72.6997,42221
Kathe,Weiss,2008,171.341,50.9854,42228
Petronella,Hayes,1979,192.934,60.7116,42250
Devora,Bishop,1972,180.259,93.8193,42263
Jaquenette,Richmond,1954,154.611,95.8061,42266
Mercy,Maynard,2008,157.603,78.1835,42309
Lonnie,Bowling,1953,178.716,89.5353,42322
Aridatha,Lynch,2001,178.805,56.7619,42334
Cayla,Farmer,1951,170.416,83.5745,42347
Leisha,Olson,2004,168.424,56.5091,42369
Regan,Gilbert,2006,193.691,63.6853,42396
Laraine,Pitts,1987,196.256,57.182,42420
Beatrisa,Peele,1992,163.477,78.1033,42426
Nan,Curtis,1995,159.09,92.0723,42498
Nickie,Collins,1970,180.591,50.8634,42507
Fanchette,Byrne,1951,156.019,84.1063,42531
Milissent,Reddy,2004,195.958,75.2305,42805
Simona,Quinn,1978,199.469,89.0969,42812
Gretel,Craft,2005,182.767,69.8641,42870
Phaidra,Gregory,1994,197.503,82.1119,42873
Lenora,Proctor,1993,165.039,98.6381,42894
Lolly,Frye,1972,185.224,52.3386,42896
Alla,McCarthy,1966,154.393,90.5973,42933
Minne,Jiang,1988,194.053,64.7089,42983
Lona,King,1966,156.202,56.0015,42987
Theo,Norman,1962,183.549,99.7525,43032
Sascha,Olson,1950,171.348,72.7976,43071
Florella,Kendall,1993,185.943,95.0054,43100
Corri,Thompson,1964,161.955,70.279,43119
Goldi,Chang,1998,156.593,91.5077,43144
Ann-Marie,Maxwell,1989,199.723,55.6939,43232
Renie,Lim,2002,197.879,57.7516,43287
Bunnie,Yates,1976,184.613,88.8048,43307
Lilla,Heller,1989,193.531,57.4226,43324
Sonya,Herbert,1977,187.243,93.7959,43330
Jenica,Freedman,1986,176.219,60.1781,43411
Germain,Eason,1961,184.384,51.4044,43429
Minnnie,Morrow,1971,197.551,62.5803,43439
Dorothee,Burnett,1993,184.749,65.3216,43448
Andeee,Puckett,1968,150.783,77.36,43469
Rubetta,Barton,1961,153.604,95.4302,43471
Claudetta,Schneider,1956,172.823,70.8865,43480
Seline,Proctor,2002,160.728,76.4278,43516
Tiffanie,McNeill,2009,159.572,72.4658,43522
Zorana,Denton,1959,178.619,82.0321,43537
Trudi,Horner,1951,160.955,53.5617,43588
Lia,Elmore,1993,150.504,57.2263,43641
Jen,Rosenberg,1982,165.058,56.0116,43653
Dot,Jain,2001,183.273,57.7095,43665
Min,Snow,1989,160.233,72.9736,43728
Pearla,Scott,1976,182.06,85.2985,43744
Luz,Wagner,1980,170.559,80.1397,43835
Rachael,Shore,1961,183.399,53.6241,43845
Bernie,Morton,1977,150.918,69.2964,43866
Lily,Hinton,1982,168.269,56.109,43877
Cyndy,Hodges,1968,156.886,78.3609,43897
Dinny,Hsu,2007,179.595,95.8873,43928
Clair,Mueller,1976,193.161,67.612,43935
Whitney,Finley,1963,156.673,83.7749,44021
Anallese,Grossman,1983,187.784,59.8705,44080
Evangelin,Brock,1985,159.675,95.272,44101
Glynda,Pruitt,1980,164.339,97.2279,44121
Aline,Summers,1980,156.775,93.2438,44208
Carroll,Lindsey,2003,166.333,59.2703,44254
Juliana,Williford,1994,164.432,79.0994,44263
TEirtza,Dean,1981,189.603,64.3791,44285
Juliane,Wyatt,1957,150.973,68.0637,44362
Ailina,Williamson,1961,162.051,95.0168,44371
Elnora,McMillan,1989,153.431,75.4486,44402
Teddie,Hayes,1970,179.877,67.6153,44433
Janna,English,1981,158.423,99.0404,44467
Livvie,Small,1991,170.615,97.9611,44479
Mandi,Hubbard,1972,164.698,55.1279,44637
Kesley,Pridgen,2005,196.461,98.1373,44654
Fidela,Cannon,1974,153.048,55.7567,44662
Olympe,Miles,1953,176.073,74.4765,44680
Norine,Neal,2007,182.11,70.7541,44691
Bria,Crews,1956,189.435,99.831,44745
Virgie,Marsh,1960,179.196,76.5193,44746
Rina,Dennis,1977,169.691,75.4266,44808
Eva,Rose,1962,198.631,62.4582,44830
Kiley,Davenport,2002,187.548,96.7701,44842
Julie,McCoy,1998,151.421,94.8202,44901
Janella,Britt,1971,192.716,76.4654,44906
Trixie,O'Connell,1985,174.991,84.1518,44932
Sada,Burnett,1994,165.142,60.801,44941
Joellen,Holland,1952,173.615,73.3113,44943
Kym,Bynum,1985,156.778,81.7527,44979
Rosetta,Williams,1954,152.873,81.5583,44999
Adriana,Hood,1984,178.3,72.0812,45105
Britt,Maynard,1953,184.58,96.0549,45137
Molly,Sanchez,1965,195.072,68.5025,45200
Karrie,Dillon,1951,176.358,83.2908,45211
Elfrida,Bland,1992,186.214,89.8403,45215
Basia,Crane,2000,164.092,83.5267,45232
Rosalyn,Abrams,1971,196.067,86.343,45282
Lauralee,Walters,1980,168.41,99.7554,45293
Tabby,Watkins,1987,174.513,80.7425,45306
Tommie,Sellers,1970,199.083,88.794,45324
Glory,Walsh,1957,161.632,51.2754,45384
Celine,Conrad,1997,190.832,58.7811,45389
Gabbi,McKenna,2007,195.976,68.3011,45443
Christye,Price,1997,185.303,53.6184,45469
Allis,Vaughn,1971,159.389,98.5098,45472
Mariellen,Rollins,1990,199.009,80.4994,45530
Jacky,Farmer,1991,166.197,72.0584,45536
Domini,Steele,1989,178.983,68.551,45542
Zilvia,Tyson,2003,152.045,99.1323,45575
Kippie,Hogan,2009,153.904,65.8098,45577
Hermione,Barefoot,2005,194.923,62.0121,45600
Mellie,Short,1951,177.784,96.3075,45622
Bette-Ann,Stout,1972,184.548,97.851,45655
Phedra,Ashley,1960,188.862,95.0052,45666
Katerine,Lassiter,1955,187.124,66.1075,45738
Bunny,Noble,1971,195.091,79.615,45758
Deana,Giles,1953,193.739,85.2738,45860
Zita,Little,1989,198.62,65.3379,45918
Mabelle,Dillon,1963,157.083,81.8528,45963
Tildie,Day,1965,177.25,76.5453,45969
Lena,Crowell,1991,185.845,79.6698,45970
Vivi,Pitts,1998,196.38,83.869,46023
Karrah,Weaver,1979,160.84,73.5879,46066
Patrizia,Bowden,1956,194.312,83.6382,46180
Carine,Frazier,1974,161.138,74.4855,46193
Florette,Graves,1972,152.352,79.9329,46289
Alverta,Michael,1983,196.855,74.7168,46307
Jemmie,Kerr,1953,196.729,54.0983,46392
Steffie,Link,1968,181.623,53.31,46406
Prudence,Tilley,1956,173.238,50.8332,46425
Kelsey,Campbell,1969,187.47,60.9195,46433
Marlane,Boyette,1992,194.569,81.3543,46475
Maxy,Carlton,1993,160.999,67.8271,46523
Bess,Frederick,1997,161.921,87.2778,46549
