first_name,last_name,birth_year,height,weight,salary
Lena,Welch,1961,166.985,73.8925,30126
Vina,Arnold,1974,168.175,68.4231,30127
Lissa,Black,1963,153.339,89.9251,30131
Edyth,Newton,1998,171.32,87.3731,30133
Willetta,Fields,1986,196.413,55.1314,30140
Jo,Whitfield,1950,162.209,89.1342,30145
Lee,Ayers,1992,172.078,68.9032,30146
Eda,Henson,1993,183.335,50.9312,30148
Wallie,Terrell,1974,197.934,95.0808,30152
Zsazsa,Bloom,1962,183.883,97.0332,30156
Malvina,Lynch,2004,164.374,84.5833,30165
Zola,Parks,1987,176.859,90.9657,30170
Sioux,Durham,2005,195.491,82.0216,30178
Rachelle,Yu,1960,168.792,75.3288,30190
Nert,Fowler,1973,169.264,68.1371,30191
Helen,Jernigan,1993,174.279,88.8544,30192
Joellyn,High,1957,157.764,62.5697,30193
Riva,Garcia,1982,196.731,68.6542,30194
Di,Norris,1995,167.899,58.6698,30194
Claribel,Alexander,1972,153.126,93.0689,30197
Jewell,Albright,1967,164.958,92.86,30198
Lesly,Morrow,1957,186.142,77.1348,30203
Petra,Joyce,1989,191.819,60.6665,30208
Katuscha,Upchurch,1997,188.148,58.7701,30214
Liuka,Puckett,1975,162.883,88.5335,30215
Marylin,Bullard,1995,152.858,56.8616,30216
Zarah,Knight,1974,194.653,66.4686,30219
Merissa,Bryant,1954,176.892,99.8014,30221
Maureene,Lewis,1959,196.258,93.4448,30231
Emmey,Lopez,1963,194.926,96.9526,30233
Kelsi,Hogan,2005,186.956,65.8587,30236
Danica,Nolan,1957,153.147,91.2634,30237
Bethany,Thornton,1952,171.879,54.3935,30237
Adi,McCall,2009,174.563,95.1027,30238
Merrili,Bunn,1980,172.884,70.3682,30244
Roxie,Hinton,1963,152.88,62.3542,30254
Jeni,Kramer,1983,193.41,87.3079,30254
Reeva,Riggs,1993,192.143,83.254,30261
Celle,Williams,1975,194.118,61.3173,30264
Ardelle,Neal,1989,164.742,66.432,30267
Arliene,Gold,1963,154.195,99.9952,30269
Janice,Adcock,2005,173.443,62.1264,30277
Wandis,Ennis,1981,154.258,69.9058,30279
Kassey,Hoover,1989,152.313,81.122,30281
Reyna,Preston,1994,154.647,74.7229,30301
Ruthie,Greer,1980,194.456,59.9413,30302
Georgeta,Moser,1990,179.502,96.0914,30302
Ester,Kaplan,1964,197.663,59.6523,30304
Essie,Clapp,1983,192.1,76.4506,30305
Mora,Buckley,2005,150.476,73.9697,30306
Latia,Bryant,1986,175.189,87.1815,30307
Orelie,Currin,1978,175.232,71.3547,30308
Noreen,Waters,1990,162.77,66.1324,30308
Celestia,Whitfield,1972,168.026,99.3514,30308
Alanah,Wiggins,1977,187.603,60.447,30310
Jandy,Cohen,1983,188.362,96.5883,30318
Dasie,Jiang,1991,158.185,97.2187,30320
Rodie,Lopez,1964,179.185,57.3284,30321
Angelita,Hudson,1953,180.356,56.8665,30322
Elicia,James,1979,180.356,51.7649,30322
Allix,Lanier,1987,179.759,90.5456,30323
Randa,Walton,2008,183.192,50.9115,30324
Moria,Daly,1992,196.241,84.2149,30326
Pierette,Galloway,1971,176.075,90.0546,30328
Elna,Wilkerson,2010,182.999,60.734,30328
Miriam,Mayo,1968,178.64,86.824,30329
Mandie,Randall,1967,181.333,62.5613,30329
Ranna,Clayton,1980,186.033,94.2568,30332
Nerta,Norton,2003,153.178,80.2239,30335
Sibby,Howell,1969,181.946,70.238,30338
Helga,Hendricks,1960,159.568,64.5066,30344
Annalise,Carroll,1953,194.87,62.802,30348
Eleonora,Kang,2009,175.283,61.622,30352
Ardisj,Miller,1987,153.633,50.083,30358
Shina,Block,2001,162.312,82.1843,30360
Darcee,Boyer,1953,159.361,69.5985,30360
Kalli,Schmidt,1951,170.041,83.1842,30366
Latrena,Huffman,1962,160.027,73.0242,30369
Maudie,Hart,1995,196.46,70.2046,30371
Felice,Peacock,1989,155.775,93.6069,30372
Kiersten,Hunt,1984,154.469,73.7975,30375
Clio,Frazier,1958,196.063,77.1386,30383
Caterina,O'Neill,1987,167.845,66.7035,30384
Katharina,Baxter,1991,192.601,68.4628,30386
Lebbie,McDowell,2008,161.925,78.7152,30390
Ruperta,Fink,1958,152.242,72.4756,30395
Corrina,Carlton,1995,165.405,93.3755,30397
Katha,Sykes,1982,183.522,62.4769,30400
Cornie,Bean,1966,181.789,58.1518,30401
Bibi,Reynolds,1992,174.286,93.9305,30402
Ashely,Tyson,1968,186.512,71.7013,30402
Mitzi,Love,2000,179.007,65.7674,30412
Juditha,Nguyen,1953,178.277,67.0981,30413
Kirby,Wagner,1953,192,97.41,30419
Blisse,Daniels,1962,168.969,83.0453,30423
Doe,Roy,1957,158.774,59.405,30425
Cecile,Mayo,2004,170.187,81.5223,30428
Wynne,Bailey,1969,190.884,62.3121,30435
Kylie,Holmes,1955,187.479,96.0443,30435
Gabie,Huang,1955,159.036,72.6608,30443
Lora,Ford,1983,175.769,98.8888,30445
Cherlyn,Peterson,1953,196.625,79.8291,30445
Darsie,Creech,1951,171.275,70.257,30446
Clarie,Hernandez,1964,156.386,55.7852,30446
Gussi,Wiggins,1979,192.013,63.2934,30446
Mollie,Herbert,1964,169.021,85.4428,30447
Jorie,Everett,2001,163.689,57.846,30448
Angelica,Welsh,1969,186.785,75.4618,30449
Karen,Bennett,1995,174.447,95.3672,30450
Casie,Nelson,1983,194.569,65.2986,30452
Theresina,Rouse,1954,170.523,61.4838,30452
Reeba,Barton,1989,166.177,58.3035,30453
Trescha,Grady,1984,199.253,82.6647,30457
Rorie,Allred,1970,163.361,58.1535,30461
Carine,Barr,1967,183.132,95.9706,30461
Tammara,Pace,1962,156.99,60.8541,30468
Germana,Hinton,1997,174.392,88.0559,30476
Cassondra,Maxwell,2002,169.554,53.7328,30479
Donia,Wise,1982,191.08,72.6028,30483
Meredithe,Herbert,1963,179.737,62.9654,30485
Dodie,Rhodes,1972,167.942,70.8677,30485
Licha,Harris,1982,176.201,62.2498,30489
Stacy,Summers,1961,181.887,59.2354,30489
Beret,Bryan,1958,183.202,83.0515,30491
Sharlene,Briggs,1987,194.539,96.3578,30492
Dari,Harding,1972,181.751,90.0529,30493
Arlina,Williams,1992,188.607,68.8942,30498
Katha,Hendricks,1976,173.787,71.8972,30505
Correna,O'Donnell,1952,180.124,58.3186,30505
Coriss,Shaffer,2005,155.376,64.1598,30505
Milena,Knight,1956,190.472,92.3025,30508
Ava,McCormick,1994,172.864,56.158,30513
Devi,Martin,1960,191.363,56.9266,30514
Colleen,Gates,2003,157.259,95.9189,30515
Lorna,Carlson,2008,184.467,95.67,30518
Jenine,Kuhn,1988,159.84,65.7435,30522
Kamillah,Sharp,1975,196.95,64.5518,30528
Isobel,McCall,1991,154.697,77.9711,30533
Lelia,Pennington,2010,156.409,89.0676,30534
Charis,Spence,2010,179.242,66.5585,30534
Maybelle,Morse,2009,181.876,50.9021,30542
Hollie,Ingram,1976,178.268,96.5514,30543
Evangeline,Hirsch,1982,190.917,50.6432,30547
Annissa,Huffman,1954,151.679,62.1624,30547
Nikki,Franklin,1975,183.186,63.4808,30548
Carole,Snyder,1971,188.162,90.2094,30548
Allianora,McMahon,1951,153.652,56.8443,30551
Gae,Sharpe,1960,193.919,52.9905,30564
Fern,Farmer,1963,175.617,98.3271,30566
Elsy,Gregory,1953,172.474,68.4717,30568
Anna-Diana,Carver,2001,160.582,61.6019,30572
Alta,Mason,1990,196.698,84.3155,30581
Ronna,Hensley,1995,151.406,70.7722,30588
Elyssa,Sun,1964,155.803,56.9058,30588
Rina,George,1968,180.915,73.0183,30596
Roslyn,Campbell,1984,171.727,75.0497,30602
Nona,Spence,1997,163.42,70.6233,30604
Kirsteni,Russell,1967,178.121,93.3423,30613
Mufi,Swain,1982,166.246,66.6488,30614
Morganica,Brandon,1963,167.924,93.0349,30615
Sherilyn,Tucker,1975,195.276,70.7036,30616
Tomasine,Womble,1981,182.159,54.2098,30617
Tamara,Lee,1967,195.755,91.831,30619
Theodosia,Clements,1998,198.39,85.8257,30626
Anne-Corinne,Turner,1953,155.734,68.6839,30629
Brittaney,Maynard,2009,190.539,99.679,30630
Leandra,Small,1982,197.07,83.3261,30633
Nanete,Hancock,1968,173.383,52.1136,30634
Dulcinea,Gibbons,1975,186.417,52.5112,30644
Darice,Dennis,2010,159.739,82.2299,30650
Jeana,Peele,1997,151.426,89.3023,30651
Dannye,Zhao,1969,165.842,76.6217,30651
Clarie,York,2008,182.434,84.0291,30656
Cortney,Kay,2003,178.634,68.8339,30658
Gussie,Freeman,1958,156.482,64.6554,30659
Alameda,Holder,1980,194.797,52.0753,30661
Emilie,Owen,2008,191.208,77.9336,30665
Micky,Phillips,1953,180.313,62.9235,30665
Sarita,Potter,1977,196.823,70.1957,30667
Kellia,Anderson,1974,163.091,75.0546,30668
Hildagard,Wilkins,1950,187.525,76.0598,30675
Carolynn,Bell,2010,181.296,73.2393,30677
Petunia,Lancaster,1968,182.946,88.137,30682
Irma,Proctor,1953,184.215,67.2111,30685
Faun,Camp,1983,170.066,80.5875,30686
Laryssa,Christensen,1956,178.215,92.8262,30687
Scarlett,Scott,1960,195.707,66.6469,30696
Milena,Wheeler,2008,176.034,99.0056,30706
Agneta,Lam,2001,185.006,89.0865,30708
Bertie,Potter,1993,173.645,92.7127,30713
Melissa,Atkinson,1961,153.753,81.562,30720
Ardis,McMahon,1990,155.972,95.8067,30723
Aline,Terrell,1981,154.687,75.7416,30723
Olga,Hodge,1967,176.235,71.8839,30728
Zorine,Dalton,2003,170.118,50.7396,30736
Danna,Ellington,1989,168.252,67.9098,30737
Siobhan,Hardison,2000,174.78,55.7565,30738
Anitra,Jiang,1954,190.682,60.6553,30743
Ceil,Fox,1975,153.982,83.0022,30744
Molly,Gonzalez,1983,195.538,88.8234,30756
Meriel,Goodman,2009,161.159,87.2893,30756
Alvera,Haas,1953,161.391,50.3897,30757
Hetty,Hess,1993,193.786,72.3996,30757
Caroline,Jennings,1977,150.418,88.08,30760
Albertina,Byers,2000,168.249,72.2601,30771
Zara,McKenzie,1967,193.75,62.0663,30772
Alejandrina,Best,1993,179.622,88.2567,30777
Corey,Schroeder,1996,170.577,94.4109,30782
Collen,Clayton,1980,197.795,99.2252,30786
Roxie,Murray,1986,183.319,71.3458,30790
Elysia,Green,1979,175.642,61.6132,30791
Hally,Clements,1985,186.252,89.3475,30796
Dulcea,Floyd,1965,177.007,60.7949,30798
Lanita,Payne,1991,155.298,82.8599,30798
Ginnifer,Huang,1955,189.346,62.3627,30799
Costanza,Garner,1981,155.321,58.9103,30813
Nollie,Swanson,1965,154.288,64.5889,30813
Ainsley,Powers,1951,192.327,69.1072,30820
Lyn,Roberts,1958,155.951,75.3354,30824
Kameko,Stanton,1975,156.638,51.0524,30824
Ilise,McLamb,1976,162.219,85.2868,30828
Bobina,Douglas,1984,163.203,72.8803,30830
Ivonne,Brandt,1960,153.239,91.1179,30831
Joycelin,Moore,1965,172.529,91.1991,30834
Lanie,Reeves,1967,155.368,57.9385,30836
Kass,Lancaster,1975,198.628,57.8583,30837
Phoebe,Nance,1996,161.052,79.488,30837
Caron,Hoyle,1958,156.742,55.0993,30838
Fiorenze,Terrell,1976,194.583,66.9454,30838
Lishe,Zhang,1958,179.729,52.8714,30838
Marianna,Levy,1954,186.074,90.3441,30841
Rhodie,Goldstein,1976,195.191,93.1595,30843
Shandee,Stein,1980,188.29,85.8304,30844
Trisha,Melton,1991,193.829,67.7532,30854
Tuesday,Gould,1961,158.451,75.2239,30859
Corrine,Sanford,1976,167.74,71.7697,30862
Monica,Dunn,1974,190.905,55.1427,30868
Amitie,Dudley,2001,198.261,69.4191,30876
Daffy,Welsh,1974,177.24,94.0262,30876
Colline,O'Brien,1964,175.501,62.9957,30879
Maridel,Daly,1998,182.62,54.9256,30882
Trula,Currie,1951,183.461,88.9482,30883
Rani,Jordan,1995,158.354,79.3816,30887
Ferdinande,Sharma,2010,182.414,93.2322,30892
Kassandra,Proctor,1971,182.647,90.0893,30895
Mireielle,Barefoot,1970,186.819,54.0689,30897
Cathe,Bates,1998,199.157,66.2465,30897
Rozanna,Gentry,1951,150.122,87.9343,30898
Randi,Meyer,2005,189.962,65.9928,30904
Doti,Hardison,1997,163.678,50.501,30915
Magdalene,Archer,1990,179.504,91.3048,30919
Bunny,Brown,1976,176.23,66.716,30929
Alejandrina,Chandler,1990,186.349,69.1565,30934
Vivienne,Moser,1979,151.638,70.1711,30934
Ebba,Hood,1972,151.82,77.7675,30935
Cherish,Klein,1981,178.557,98.8244,30940
Mignon,Epstein,1990,194.789,57.7693,30946
Alexandra,Prince,2010,156.424,64.3764,30946
Marleah,Beck,1977,178.866,64.5739,30947
Darleen,Coble,1950,154.752,55.4317,30947
Roxi,Lawrence,1988,186.545,65.211,30951
Aprilette,Boyd,1980,165.639,78.9849,30954
Evangelia,Sykes,1970,167.817,75.8697,30955
Grazia,Connor,2006,154.937,55.5549,30956
Carry,Lim,2007,164.664,63.0069,30956
Rebbecca,Richards,1995,180.256,85.0143,30964
Marilee,Kidd,1998,180.001,57.8344,30965
Donica,Starr,1963,196.885,72.6093,30967
Pansy,Burton,1969,189.209,93.5903,30968
Margery,Donnelly,1976,174.761,95.9656,30969
Nadeen,Hatcher,1975,196.707,91.8939,30969
Marketa,Houston,1988,159.568,62.769,30969
Tilda,Dale,1970,173.145,97.4003,30970
Roxie,Whitaker,1954,169.165,58.4962,30970
Jessa,McClure,1987,160.723,83.9781,30974
Brietta,Young,1960,164.455,62.0341,30974
Sherie,Reynolds,1962,174.316,88.47,30978
Marie-Ann,Davidson,1978,178.181,57.4818,30984
Amy,Barr,1979,193.553,54.9169,30985
Alyssa,Liu,1983,196.534,56.8713,30988
Karylin,Roberts,1982,198.423,98.4257,30991
Austin,Walton,2001,199.247,66.7837,30993
Sapphire,Hartman,1987,180.802,72.4404,30995
Indira,Vincent,1986,188.858,64.9224,31003
Ellyn,Dickens,1986,169.133,56.2099,31010
Corinna,Wright,1990,176.309,77.0612,31011
Klara,Frazier,1983,155.014,94.2577,31013
Norri,Holland,1957,181.352,52.6467,31013
Othilie,Ryan,1983,197.236,70.6398,31016
Debee,Fields,1995,176.437,95.012,31023
Shelli,Riggs,1992,191.609,96.882,31023
Billi,Ho,1980,160.025,70.4886,31025
Eadie,Meyer,2008,196.741,91.07,31025
Lorita,Carlson,1951,192.784,86.9836,31032
Bride,Small,1954,187.647,52.5994,31033
Corey,Moser,1969,189.709,68.1171,31039
Gertrudis,McIntyre,1996,157.033,57.5037,31044
Coletta,Barker,2007,186.357,66.954,31050
Darcey,Zhu,1972,152.49,95.6681,31050
Dorolice,Randall,2005,193.813,57.6401,31051
Lee,Morton,1990,151.705,73.3265,31054
Gilligan,Wood,1994,174.969,64.241,31062
Savina,Cowan,1983,163.512,52.4865,31063
Alyda,Daniel,1977,150.039,53.9942,31066
Shelagh,Goodwin,1965,161.136,50.7187,31068
Yoshi,Block,1989,175.015,65.3123,31072
Nicola,Bloom,1991,161.736,91.9376,31074
Corabelle,Woodruff,1966,197.969,92.6445,31076
Hildegarde,Stokes,2006,168.82,67.8176,31078
Daryl,Sutherland,1962,176.245,53.8355,31079
Celina,Hamrick,1966,167.199,73.0657,31089
Karilynn,Siegel,1979,171.839,51.4445,31091
Vilhelmina,Simmons,1979,172.103,75.8627,31093
Jacquenette,Randall,1995,170.264,97.6296,31095
Bobbye,McMillan,1999,171.005,71.8341,31096
Jeri,Paul,1970,190.342,90.2253,31098
Doti,Rowe,1978,155.732,76.2434,31099
Sioux,Tyson,2010,154.69,73.6176,31099
Adrienne,Ingram,1955,162.89,59.7769,31100
Auroora,West,1962,176.665,71.0107,31103
Lucinda,Blum,1994,184.217,88.0636,31104
Fara,Tyler,2001,199.554,94.7824,31111
Nellie,Nash,1995,156.55,71.2799,31112
Wynnie,Murphy,1958,181.308,51.5378,31119
Noellyn,Scarborough,1985,172.137,54.3499,31120
Jesse,Berry,1979,153.091,59.9477,31128
Halimeda,King,1975,183.342,76.6001,31128
Ardith,Thomson,1959,172.906,94.1187,31128
Poppy,Bridges,1985,180.514,61.959,31133
Stephie,Weber,1968,188.453,80.1583,31133
Marguerite,Currin,1995,150.874,98.3326,31135
Neda,Beard,1985,169.232,71.1554,31144
Kaja,Melton,1990,184.782,89.3339,31149
Adina,Mann,1985,168.641,57.1815,31150
Christi,Cates,1981,164.026,53.9581,31154
Chastity,Heath,1984,157.217,79.2505,31155
Katie,Tucker,2000,163.733,91.2525,31158
Mollee,Holloway,1970,191.014,54.39,31160
Maribelle,Boyette,1973,197.587,94.7641,31162
Dot,Bowers,1981,191.596,68.9534,31164
Aubine,Fletcher,1975,182.961,70.3418,31165
Rosaleen,Nichols,1954,164.313,55.2086,31167
Mildred,Green,1998,191.77,67.6911,31170
Emelia,Owen,1984,183.686,70.7257,31176
Priscella,Patrick,2003,183.902,88.5581,31176
Cortney,Manning,1971,178.484,77.7833,31178
Jemmie,Singleton,1971,186.002,53.1181,31178
Rochette,Stafford,1997,185.191,67.9703,31183
Kally,Brooks,1988,175.8,69.4542,31184
Bertine,Covington,2008,185.348,91.1088,31184
Shay,Peacock,1974,185.617,52.4745,31189
Patsy,Prince,2003,163.325,80.306,31189
Randee,Flowers,2000,193.114,61.8252,31193
Briney,Godfrey,1994,190.026,65.1877,31194
Tracy,Craig,1983,183.142,87.1733,31197
Mercy,Pittman,1954,197.784,65.7958,31199
Zonnya,Ennis,1992,168.153,60.4494,31205
Christie,Klein,1982,177.672,83.7793,31206
Griselda,Bruce,1999,153.215,50.2285,31207
Shelba,Peele,1994,181.621,54.0448,31208
Tawsha,Kirby,1961,181.219,99.88,31220
Ruth,Duncan,1994,194.012,63.0799,31221
Doretta,Sloan,1967,169.357,78.6131,31223
Carlen,Pearce,1967,153.475,75.5989,31231
Steffie,Reed,1987,152.63,51.8375,31234
Lynsey,Spears,1969,169.368,75.437,31236
Ana,Leach,1951,173.539,74.6998,31237
Myra,Silverman,1964,157.182,69.7615,31240
Kristina,Bowling,1993,189.194,84.5422,31242
Muffin,McClure,1957,163.901,53.6228,31242
Aubree,Larson,2009,178.712,74.2279,31243
Babbette,Simmons,1996,173.423,78.619,31243
Dulcy,Hirsch,2006,172.211,69.6045,31249
Walliw,Finch,1960,197.79,76.3148,31253
Sibbie,Weinstein,1984,198,98.4532,31253
Marieann,Pitts,1966,179.62,64.058,31255
Patricia,Brantley,1997,164.012,73.6872,31266
Catina,Stone,2003,173.824,69.8141,31267
Jayme,Jiang,1958,156.589,67.2403,31269
Miran,Nguyen,2010,186.713,72.6305,31271
Lynnette,Braun,1982,193.677,56.6459,31273
Asia,Gay,2004,189.501,83.0255,31276
Janaye,Sharma,2005,192.283,96.1684,31279
Reeba,Knowles,1977,162.077,73.6918,31282
Marilee,Strauss,1999,165.497,75.4117,31288
Eda,Kay,2008,165.255,63.7631,31289
Fallon,McGee,1987,196.413,98.9066,31303
Barbette,Blalock,1975,197.429,70.7326,31304
Valentine,Kidd,2005,193.013,60.5277,31306
Susy,Kidd,1951,164.873,94.0508,31309
Austine,Sparks,1953,161.596,69.9714,31309
Adelaida,McKinney,1981,198.642,86.2333,31312
Wendy,Kidd,1988,185.371,52.0315,31320
Eden,Turner,1962,155.682,81.9711,31321
Gisele,Lee,1987,195.183,58.2972,31330
Carlina,Pearce,1964,196.645,91.4826,31330
Maryann,Webster,1976,190.561,78.3552,31331
Allina,Gould,1961,195.41,70.163,31334
Anastasie,Willis,1989,169.401,87.2616,31339
Merry,Aycock,1989,153.86,62.6386,31341
Edi,Mathews,1965,193.899,82.12,31341
Carolee,Lang,1960,175.316,60.5413,31342
Sabra,Strauss,1969,161.002,98.5377,31343
Brandise,Simpson,1977,194.508,60.6086,31357
Kristina,Pugh,1960,166.049,99.5029,31361
Lilian,Aldridge,1976,185.415,56.1323,31363
Kimmi,Norton,1991,183.187,88.8105,31367
Margareta,Hartman,1991,194.919,64.1819,31368
Rachel,Griffin,1953,179.642,90.7293,31371
Zonda,Ball,1990,157.855,74.7038,31383
Shauna,Howe,2002,167.906,62.9831,31383
Noami,Choi,1992,162.875,79.2318,31385
Dusty,Woodward,1970,190.056,59.4949,31386
Janice,Sweeney,1980,170.916,95.1596,31388
Quintina,Middleton,2010,188.973,59.5483,31393
Loretta,Field,1974,172.061,53.5531,31401
Anabel,Bender,2000,199.512,71.0199,31404
Deb,Chandler,1974,156.618,74.3404,31407
Clari,Fisher,1961,185.063,83.6919,31408
Joice,Tanner,2008,182.544,63.9089,31411
Karola,Meadows,1999,198.592,89.9688,31412
Gavra,Garrison,1950,195.695,59.2545,31417
Kristina,Simpson,1991,178.981,75.5727,31418
Fenelia,Sanders,1964,186.583,53.2801,31419
Bekki,Farrell,1988,180.86,59.7673,31421
Felipa,Watson,1974,176.187,97.2228,31426
Correy,Tate,1961,157.499,85.251,31433
Drucie,Bryant,1979,183.634,68.1112,31437
Barbara,Dickens,1951,197.421,64.8598,31439
Darbie,Creech,1952,199.719,93.6683,31441
Valene,Jennings,1980,163.22,86.2832,31444
Joane,Owens,1991,151.25,98.3057,31446
Concettina,Coates,2003,192.603,59.0655,31447
Cicily,Olson,1998,181.716,64.7075,31447
Colline,Bowles,1990,168.657,78.3913,31448
Leanna,Upchurch,1973,160.797,76.0236,31453
Vita,Zhao,1973,193.468,90.7911,31466
Myranda,Crowder,1993,193.936,53.5598,31468
Shelbi,Albright,2004,170.262,67.8082,31484
Bidget,Lu,1999,197.487,95.5067,31484
Marcelia,Wilcox,1998,187.988,53.3823,31485
Corine,Lucas,1954,185.668,78.2357,31489
Rochette,Walker,1992,182.417,94.5904,31497
Kaye,McIntyre,1994,170.996,54.0799,31498
Viva,Finch,1995,185.093,92.8689,31499
Fayette,Clapp,1993,154.63,94.042,31502
Lidia,Tyson,1978,155.728,54.7135,31504
Brinn,Galloway,1994,158.144,67.2286,31506
Mia,Peck,2005,164.321,71.2343,31506
Beilul,Sinclair,1984,162.772,98.6306,31506
Kellen,Freedman,1980,170.927,75.93,31507
Arabelle,Gilliam,2006,152.174,71.2516,31507
Nert,Copeland,1976,154.064,67.7055,31508
Dorine,Grant,2010,162.495,80.1518,31513
Cristine,Ball,1983,184.901,67.6133,31517
Tedra,Pappas,1980,197.312,79.1769,31520
Sharai,Lindsay,1952,176.365,82.67,31521
Emmeline,Newton,1993,179.202,57.8998,31522
Kathye,Brewer,1989,171.267,70.0779,31524
Leone,Farmer,2006,184.666,86.448,31524
Ingrid,Stafford,1953,159.03,84.6517,31527
Peggy,Keller,2001,170.702,65.3442,31528
Betteann,Winstead,1958,153.73,85.8923,31532
Tiertza,Clements,1979,170.214,63.9084,31535
Layne,Hester,1957,177.816,82.5569,31537
Marcella,Levy,1970,196.786,77.7109,31539
Cristina,Lowe,1973,166.826,57.4202,31540
Malanie,Rodgers,2006,151.324,74.6355,31542
Marsiella,Ross,1988,188.023,90.1476,31544
Ruby,Sumner,1959,199.507,72.6292,31547
Kyla,Stokes,1959,160.535,72.3483,31548
Agnola,Sims,1989,159.958,75.9978,31551
Rozamond,Stephenson,1992,177.247,74.4946,31551
Charlotte,Kennedy,1975,183.548,69.5626,31552
Bernetta,Frank,1974,191.092,92.2823,31554
Lari,Carson,1963,182.477,54.9469,31557
Astrix,Harding,1986,164.903,90.3804,31558
Shawn,Cole,2009,160.002,94.9417,31560
Mary,Bowman,2005,197.505,69.3695,31564
Nan,Fitzpatrick,1956,182.543,61.7631,31564
Charmian,Garrett,1995,180.579,82.0049,31564
Stevena,Hwang,1954,182.735,68.9497,31566
Michel,Barnett,1980,185.26,56.908,31569
Catina,Sweeney,1984,160.848,95.3227,31574
Nata,Bailey,1996,197.69,92.7275,31577
Cloris,Simpson,2006,176.367,73.5652,31578
Maxine,Cross,1961,171.935,55.4339,31579
Janeen,Chen,1991,184.67,84.5649,31582
Shelba,Boykin,1952,183.613,56.6523,31584
Venus,Horn,1963,175.868,55.6128,31595
Leanna,Dudley,1962,154.205,52.9996,31599
Charline,Lane,2000,189.042,55.6448,31599
Marilee,Potter,1955,166.307,64.3325,31602
Corrina,Burnette,1963,153.655,92.4427,31604
Leigha,Morrison,1958,153.214,50.7241,31606
Gabriella,Lindsey,1972,198.391,63.5803,31610
Olive,Proctor,2006,169.185,70.164,31617
Gert,Oh,2004,154.133,64.0769,31619
Lorri,Lyons,1960,187.189,77.2787,31622
Geralda,Webster,1955,172.614,79.4922,31624
Cammy,Raynor,1961,155.241,71.2439,31626
Kamilah,Cates,1979,180.514,57.5279,31634
Marcia,Hsu,1992,164.742,61.7233,31634
Lesley,Bradford,1950,153.031,93.9774,31636
Lynnette,Owens,2010,152.143,73.0042,31639
Priscella,Harper,1972,187.03,55.5544,31640
Aubrey,McCarthy,1952,159.997,82.7862,31640
Reggie,Richards,1988,177.038,57.0277,31650
Florrie,Roy,2005,193.626,91.2285,31650
Hana,Jones,1961,175.005,94.9532,31652
Lurlene,Randall,1981,187.966,66.8048,31652
Nadeen,Cooke,1996,162.259,55.9803,31653
Marleen,Hauser,1953,193.706,71.9938,31654
Shantee,Wrenn,1957,196.146,86.0834,31655
Hulda,Freedman,1981,153.97,71.7917,31656
Courtenay,McKnight,2010,195.636,62.4225,31658
Suzi,Brewer,1998,192.507,84.8123,31661
Kylie,Levine,1971,159.679,60.0472,31667
Lynda,McKinney,1990,189.944,77.1191,31671
Dasya,Bland,1988,157.587,79.0666,31674
Margeaux,Berry,1986,199.676,93.8981,31676
