first_name,last_name,birth_year,height,weight,salary
Ashien,Spence,1982,154.959,80.0962,59359
Kala,Tan,1993,160.076,72.2607,59352
Marissa,Foster,1965,189.774,86.4442,59349
Merralee,Sumner,2009,192.499,51.9213,59346
Peg,Berg,1983,188.088,77.529,59346
Stevana,Shelton,1991,198.107,71.55,59342
Aubree,Scarborough,1982,157.652,56.0224,59339
Dolley,Pearce,1998,176.429,95.95,59338
Talyah,Christian,1967,181.977,93.123,59336
Gabriell,Preston,2007,171.387,51.8341,59335
Natka,Frost,1998,156.628,79.9978,59335
Jill,Tilley,1976,173.701,71.1521,59332
Freddi,Wang,2005,193.916,59.0904,59332
Brigitta,Farrell,2005,157.277,76.1537,59328
Merline,McCarthy,1965,181.959,55.7138,59327
Fallon,Roberson,1997,164.767,51.9851,59325
Nadia,Sherrill,1966,197.006,61.8858,59323
Maxie,Baker,1969,189.103,51.1674,59314
Ashlen,Pratt,1995,153.629,73.0246,59308
Ainslie,Hampton,2004,159.241,79.5,59305
Patience,Jensen,1974,177.768,71.3894,59302
Philomena,Walker,1972,184.015,63.8985,59300
Catherin,McLaughlin,1950,153.336,61.7552,59291
Rita,Eaton,2009,171.678,88.9975,59290
Noreen,Houston,1953,170.873,64.0849,59282
Ulrike,Moon,1953,153.511,64.5588,59281
Shantee,McMillan,2005,193.391,85.3666,59273
Kori,Sutherland,1982,174.314,79.3704,59273
Ibby,Gibbs,1968,185.69,90.5729,59268
Denice,Durham,1972,183.881,64.3641,59262
Cordula,Lehman,1993,164.354,55.1923,59261
Stacey,McLean,1950,177.307,59.327,59257
Fawn,Hoyle,2006,167.395,64.5077,59256
Shell,Hendrix,1983,188.34,90.7946,59247
Hayley,Douglas,1981,189.521,52.3966,59246
Megen,Garcia,1967,153.843,81.0228,59246
Hetti,Herbert,2005,150.462,79.1126,59242
Tonie,Leonard,2010,193.351,98.9358,59241
Katalin,Owen,1950,193.383,95.2746,59238
Janaye,Merritt,2006,195.126,77.7922,59232
Easter,MacDonald,1992,180.014,86.5888,59227
Eran,Drake,1989,174.057,98.2759,59225
Karlotte,Schwarz,1954,194.096,66.7256,59221
Ibby,Grant,2009,153.023,69.379,59219
Wilhelmina,Woodruff,1965,192.133,92.436,59214
Shari,Hood,2004,185.355,54.2281,59214
Berty,Peck,1959,176.623,74.2826,59213
Krystyna,Dean,1965,177.593,51.7485,59209
Ilise,Brantley,1971,197.937,88.142,59208
Malina,McLean,1961,153.694,55.7935,59205
Aaren,Lassiter,1988,163.02,64.3443,59201
Lenora,Ashley,1957,191.183,56.3006,59199
Connie,Small,1951,168.342,59.8295,59195
Magdalene,Peterson,1970,190.975,81.5681,59195
Gabrila,Williams,1971,178.57,82.4614,59189
Cleopatra,Greene,2001,194.64,57.3257,59187
Mikaela,Waters,1991,181.861,98.6024,59183
Mei,Thornton,1991,185.278,75.2259,59176
Sadie,Manning,1976,198.432,50.2314,59169
Hannis,Short,1955,198.764,81.982,59164
Saundra,Carson,1988,160.989,88.2863,59164
Dominique,Clapp,1995,187.85,92.7243,59163
Nerita,Beatty,1993,167.128,61.6491,59160
Janie,Bynum,1990,182.683,93.1514,59159
Jeralee,Thomson,1996,178.908,73.7703,59158
Hannis,Stafford,1982,195.246,89.5208,59157
Kristien,Sawyer,1983,171.259,96.2936,59154
Dotty,Ward,1999,174.957,75.0437,59150
Bobbie,Dunn,1994,164.072,88.6409,59147
Marthena,Langley,1993,186.776,78.1461,59142
Nata,Connolly,1966,176.702,64.3744,59141
Rici,Saunders,1967,185.544,76.0751,59141
Kesley,Allen,2002,150.629,79.6305,59141
Jaine,Heath,2003,168.57,52.5091,59136
Caitlin,Manning,1985,183.25,98.3951,59134
Hazel,Dawson,1959,188.209,82.0475,59131
Melisenda,Joseph,1997,151.19,73.798,59129
Giulia,Case,1987,150.513,59.0819,59127
Tara,Casey,1957,191.462,97.2395,59119
Hulda,Hale,1956,152.641,99.1036,59118
Dulcea,Dickinson,1997,167.861,95.563,59116
Correna,Lang,1968,160.973,55.8716,59115
Amberly,Lee,1982,179.364,92.9794,59112
Kathye,Reid,2009,168.909,75.2488,59109
Christiane,May,1993,155.286,52.3956,59108
Vitoria,Connor,1960,187.009,93.8683,59104
Caritta,Everett,1979,164.396,96.0022,59104
Tiphanie,Hoover,1998,188.419,73.9242,59102
Allx,Collier,1998,181.126,93.7362,59097
Marga,Tucker,2002,183.75,50.6494,59096
Corabelle,Baker,1970,157.112,84.2578,59096
Anthiathia,King,1979,162.049,77.451,59096
Meridel,Wu,2003,161.332,72.416,59095
Vinny,Bean,2007,184.717,83.2556,59095
Ettie,Mason,1959,198.037,93.5019,59093
Karissa,Tate,1954,150.457,83.5246,59092
Willamina,Wolf,1963,195.545,51.532,59090
Letizia,Lowe,1999,154.994,71.92,59087
Nanete,Lane,1979,164.947,59.3499,59085
Lainey,High,1965,191.452,69.7661,59080
Wandis,Orr,1966,154.6,64.3419,59078
Martelle,Carson,1958,164.798,75.6522,59075
Erena,Goodman,1958,197.924,88.9151,59072
Paula,Stout,1965,183.998,66.1177,59062
Monique,Barber,1970,156.815,93.9362,59060
Kath,Petty,2000,166.063,99.7997,59054
Brett,Abbott,1993,182.465,97.5296,59052
Ruthi,Puckett,1982,170.676,86.0079,59050
Tiffani,Benson,2007,173.438,51.7578,59048
Genevra,Bradley,1990,166.385,58.5989,59044
Shelli,Kaplan,1955,197.061,54.7434,59041
Quintina,Bynum,2005,160.946,78.7658,59040
Raina,Hogan,1988,191.632,83.4127,59038
Perrine,Preston,1974,187.458,53.701,59037
Ilene,Spencer,1978,188.624,78.5128,59035
Roch,Elliott,1962,173.475,93.4729,59032
Peggy,Kern,1997,160.568,91.6674,59026
Giralda,Dale,2003,151.301,59.8576,59022
Lucie,Roberson,1999,168.806,54.103,59016
Caro,Godfrey,1975,159.116,75.3624,59015
Clarine,Womble,1966,199.317,77.2611,59009
Gabbi,Joseph,1987,168.886,77.9455,59007
Lois,Erickson,1958,176.921,61.018,59006
Loraine,Garner,1954,181.357,85.4032,59006
Dulsea,Moran,1950,183.951,68.08,59003
Fionnula,Pace,1988,157.459,77.0177,59000
Crista,Craven,1987,178.105,68.4472,58984
Evelyn,Massey,1996,188.183,53.6251,58984
Lorelle,Justice,1986,180.862,58.4755,58980
Marrissa,Brooks,1972,150.332,73.7573,58979
Inna,Crowell,1971,151.469,70.2795,58975
Fernanda,Flowers,1983,150.347,62.5825,58972
Lanna,Kane,1980,167.926,75.4951,58970
Karyn,Finch,1969,184.359,68.9297,58967
Merl,Stevens,1991,153.486,63.3381,58966
Georgeanna,Meyer,1958,185.497,59.7124,58963
Dasie,Elliott,1964,174.738,94.4272,58963
Britta,Roth,1981,166.572,59.9575,58956
Lotti,Brandon,1986,175.607,75.4655,58949
Nadine,Bradshaw,1974,151.295,69.2884,58948
Bobbee,Haynes,1951,180.188,68.5934,58948
Steffie,Gill,1981,176.895,96.5389,58944
Madelaine,Bynum,2007,177.652,58.0444,58942
Melisa,Jackson,1971,196.079,52.6871,58942
Jolee,Quinn,1973,188.126,78.4905,58929
Rosaleen,Schaefer,1999,191.862,62.5877,58927
Filippa,Vaughn,1992,170.569,56.4079,58908
Biddy,Bradford,2009,182.006,94.2678,58906
Clari,McGuire,1980,181.36,81.5177,58905
Jenica,Miles,1968,194.989,54.9939,58903
Cherey,Lutz,1975,162.952,56.0708,58902
Lyn,Shepherd,1970,175.908,99.9414,58898
Saidee,Gonzalez,1967,183.891,69.2816,58897
Anastassia,Goodwin,1975,193.739,86.85,58884
Demetra,Sanders,1967,153.018,73.1931,58882
Ola,Branch,1973,167.808,87.9457,58877
Nelie,Maxwell,1965,186.739,67.1189,58873
Ulrike,Robertson,1969,198.532,97.4098,58871
Blinnie,Clapp,2006,153.91,97.2417,58870
Danell,Francis,2006,161.476,68.124,58870
Gilberta,Snyder,1984,163.855,55.2208,58862
Phylys,Lam,1959,150.308,73.5782,58861
Twyla,Hwang,2002,197.973,87.0758,58856
Benoite,Wu,1956,199.677,55.9442,58851
Henrietta,Gibbs,1952,187.988,65.3734,58850
Brana,Levy,1977,158.135,91.7539,58849
Marcy,Pittman,1986,164.711,82.1765,58849
Gusella,Singh,1968,198.454,71.6569,58847
Paulette,Rich,2009,196.921,86.6083,58846
Valery,Gordon,1990,186.495,57.735,58846
Onida,Forbes,1999,185.601,87.9136,58845
Saidee,Holland,2003,184.505,50.2427,58845
Micheline,Poe,2001,185.937,74.9971,58841
Jada,Choi,1955,193.152,65.2929,58841
Annabell,Hughes,1961,165.984,87.1508,58841
Zandra,Dudley,2005,176.965,61.0266,58838
Calli,Lu,1981,159.042,75.0538,58837
Florry,Woodward,2000,159.105,86.2132,58833
Janel,Song,2002,184.636,66.2878,58833
Tonya,Hester,1982,155.181,66.0302,58832
Astrid,Collins,1999,177.843,98.6965,58831
Georgena,Thompson,1988,172.46,69.4696,58828
Phillis,James,2008,186.127,80.4252,58826
Shane,Creech,1963,197.72,63.056,58824
Chryste,Dodson,1959,157.207,94.9514,58824
Elbertine,Owen,1951,161.656,69.1469,58824
Jorey,Crabtree,1998,176.197,88.9931,58820
Gilligan,Pruitt,2003,184.113,72.6906,58819
Haily,O'Connor,1958,150.103,73.95,58819
Merle,Brantley,1952,197.321,77.2637,58817
Cora,Coley,1974,176.245,54.3685,58814
Danika,Baxter,1953,189.182,53.6877,58813
Jaclin,Fischer,1999,194.856,88.1865,58808
Rina,Barbour,2001,157.595,59.1031,58807
Othelia,Stanton,1972,171.376,71.548,58801
Joyann,Mangum,2009,192.425,55.8558,58800
Micheline,Creech,1975,159.468,91.5523,58796
Sarena,MacDonald,1990,155.626,85.3036,58792
Corilla,Massey,1999,172.304,99.453,58789
Wilmette,Conway,1953,164.198,99.0912,58787
Rosalynd,Cassidy,1979,160.412,56.1887,58787
Nolie,Garcia,1954,152.935,70.9902,58785
Deanna,Watson,2010,195.66,66.2425,58785
Cassondra,Sharpe,1962,153.855,67.6905,58784
Trixy,Strauss,1993,167.041,55.6465,58778
Lorine,Odom,1991,168.705,62.5025,58769
Alis,Case,2010,194.544,79.6758,58761
Misti,Cho,1953,188.792,56.2228,58759
Talia,Stein,1971,182.434,64.974,58759
Anabal,Beasley,1972,197.324,69.0523,58754
Ashly,Harmon,1976,166.279,94.9954,58754
Roseline,Moon,1951,177.915,83.5318,58749
Jobie,Allen,1992,184.139,80.8822,58749
Ardisj,Boyd,1979,151.8,61.3567,58748
Esma,Hsu,2006,197.597,55.9626,58743
Deana,Zhu,1962,197.76,66.9251,58742
Kari,Knight,1973,190.184,85.543,58740
Sadye,Hopkins,1950,184.66,90.5528,58739
Debera,Proctor,1991,163.629,83.8523,58736
Carlee,Myers,1974,194.47,51.9777,58736
Tamar,Fuller,1982,184.968,96.6855,58731
Juditha,Pittman,1980,188.245,69.9073,58728
Lonni,Gilbert,1965,150.245,82.2021,58725
Daune,Graham,1966,151.027,83.8211,58724
Moyra,McConnell,1978,176.94,50.5752,58723
Jocelyn,Crawford,1998,175.461,94.8032,58722
Lexy,Donnelly,1980,157.014,50.1202,58710
Kellsie,Mullins,1969,161.64,71.1889,58709
Lane,Jennings,1963,170.545,60.6332,58705
Louella,O'Connell,1951,150.458,84.4365,58703
Maryl,Walsh,1951,150.758,88.4634,58702
Liana,Alston,1960,194.274,56.1451,58693
Mae,Cochran,2001,182.144,80.4903,58692
Tessy,Little,1959,162.253,73.3188,58689
Dolorita,Link,2006,161.781,66.3521,58688
Britteny,Horner,1981,161.503,56.247,58682
Violante,Carter,1963,183.714,79.6452,58677
Shantee,McKee,2004,186.426,98.858,58676
Deva,Ellis,1987,198.096,65.7603,58676
Berta,McKay,1975,155.331,86.094,58674
Matty,Curry,1995,168.661,83.0299,58672
Daron,Cochran,1987,150.895,71.3199,58669
Sherie,Joseph,1971,187.321,85.1044,58666
Avril,Daly,1982,172.626,70.0536,58661
Neilla,Hood,2003,190.401,90.7999,58660
Darcey,Bishop,1964,150.394,79.8585,58660
Christiana,Dale,1973,177.793,76.4915,58656
Cati,Clark,1999,181.61,85.0848,58655
Emogene,Weber,2005,169.151,62.6957,58653
Fiona,Spears,1956,163.483,85.2345,58648
Correy,Lanier,1993,179.329,59.7744,58647
Alyssa,Chang,1964,150.82,55.2496,58647
Mandi,Vincent,1983,158.398,79.5384,58644
Isobel,Harvey,1954,181.59,92.4811,58644
Anderea,Christian,1967,168.513,93.7703,58643
Carmela,Watson,1956,188.909,65.9565,58636
Morgana,Woods,1985,198.783,76.6329,58636
Myrah,Byrne,1973,158.593,68.0148,58636
Tana,Harrington,1968,157.156,65.1369,58634
Viki,Schroeder,1967,183.877,79.8782,58630
Gratia,McDonald,1998,185.445,59.1396,58629
Saidee,Stevens,1964,192.933,53.6838,58628
Marga,Sykes,1960,150.159,77.0383,58621
Alvinia,Lamm,2001,158.219,99.4678,58617
Terrye,Spivey,1971,199.642,53.053,58614
Emilee,Copeland,1990,189.861,93.212,58602
Phaidra,Copeland,1961,183.8,92.4536,58600
Fayre,Wagner,2009,162.653,97.1526,58599
Nicky,Butler,1983,197.199,66.0283,58597
Micaela,Rogers,2000,151.863,76.2301,58597
Thomasine,Martin,2010,188.105,97.4343,58595
Tamiko,Meadows,1974,155.89,75.9766,58594
Tedra,Harrison,1975,157.878,68.7155,58589
Glenine,McPherson,1989,182.329,72.8616,58587
Ariella,Norris,2002,176.099,58.6864,58583
Rhetta,Kearney,1961,180.347,94.6075,58582
Kalie,Dennis,1986,166.762,63.2986,58578
Opaline,Proctor,1986,180.06,70.868,58574
Lissa,Durham,1975,177.843,87.361,58571
Anica,Hester,1976,160.797,56.3647,58561
Donnamarie,Dalton,1997,183.146,86.1216,58558
Chloris,Fleming,2004,151.611,72.4066,58554
Tammy,Bowling,1950,178.01,50.2823,58554
Heidie,Parsons,1978,155.634,71.5695,58553
Elizabeth,Gilbert,1978,193.677,78.6707,58551
Milena,Hawley,1997,180.329,81.6802,58548
Garnette,Meyers,1959,174.828,68.9397,58544
Dinnie,Cummings,1988,169.822,86.1584,58542
Adina,Moon,1987,177.413,55.9303,58540
Linzy,Gilliam,2004,155.51,66.6694,58540
Vivi,Tanner,1988,176.888,79.6919,58540
Jo-Ann,Decker,1971,190.794,62.7597,58535
Zoe,Webster,1999,190.119,97.7783,58534
Robbyn,Warner,1987,174.789,80.4969,58533
Mellisa,Bowers,1974,153.977,86.755,58532
Irina,McLaughlin,1951,156.463,81.2132,58530
Nerte,Nichols,2006,180.736,74.9783,58529
Amandi,Morgan,2003,191.708,74.2134,58527
Athena,Love,1963,150.359,51.506,58523
Kaila,Carpenter,1990,161.243,79.7409,58520
Lola,Hansen,1957,155.791,81.588,58519
Debi,Bridges,1952,157.074,84.5348,58518
Kassandra,Cash,1963,164.568,90.6823,58518
Philly,Parks,1954,181.295,80.562,58516
Casie,Gorman,1978,150.237,55.7441,58515
Shandie,Savage,1962,194.21,71.9416,58512
Mariann,Hubbard,1976,172.665,56.2783,58509
Bonni,Rhodes,2001,180.545,59.6327,58507
Kimmy,Hughes,1982,187.41,58.842,58503
Aleen,Gorman,1970,162.297,67.881,58495
Lusa,Nicholson,1954,187.042,88.6829,58487
Lisabeth,Owen,1971,176.702,90.2971,58487
Cathyleen,Davidson,1978,154.798,63.4105,58485
Minnnie,Hayes,1983,195.861,63.5704,58481
Demetria,Barton,1997,176.492,84.1439,58472
Teddi,Ball,1970,184.342,61.9894,58470
Vinny,Barr,1956,190.454,81.6203,58469
Kayle,Bean,1974,195.197,57.665,58466
Lizzie,Welsh,1951,181.225,64.9542,58463
Merrielle,Welsh,1950,170.359,74.0062,58461
Marylee,Stevens,1996,198.794,66.9332,58453
Emlynne,Hancock,1982,193.722,87.5047,58449
Roxie,Peacock,1953,162.728,84.3399,58443
Lorena,Davis,1982,152.999,52.4014,58440
Ramona,Beck,1976,195.389,90.087,58440
Dianemarie,Boswell,2005,156.874,86.8294,58436
Pearla,Manning,1992,169.201,58.3024,58436
Lanette,Chang,2002,175.486,59.4047,58432
Cathi,Reddy,1976,195.185,58.9009,58425
Patsy,Craft,2007,157.562,51.793,58402
Faina,Wrenn,1989,182.143,95.5534,58397
Olympia,Baird,1973,176.067,65.9982,58393
Filippa,Lewis,2002,176.749,73.7813,58392
Thomasin,Gould,1984,157.943,73.6867,58391
Tara,Cassidy,1951,153.83,58.0377,58384
Fawnia,Levine,1970,173.098,79.9116,58383
Zora,Barrett,2003,192.347,54.5947,58382
Hallie,Wheeler,1978,150.628,65.2754,58378
Hestia,Morrison,1989,180.133,86.9435,58377
Dael,Miller,1981,171.465,93.448,58374
Talia,Miles,1974,152.008,90.6343,58372
Tine,Christensen,2008,152.518,75.1828,58361
Sandy,Knox,1974,154.274,81.9028,58358
Fanchette,Davis,2009,194.991,95.7289,58356
Hedy,Hardy,1979,186.923,57.9606,58350
Caitlin,Wilson,1958,166.663,99.7552,58350
Natka,Reddy,1957,198.187,98.3285,58350
Anet,Bowling,1952,175.736,83.6634,58349
Dinah,Weeks,1964,162.374,74.2059,58344
Minette,Hutchinson,1974,196.593,83.3425,58339
Phyllida,Kearney,1984,178.909,92.2867,58338
Kira,Taylor,1984,193.204,58.2065,58337
Marthe,Garner,1960,150.147,93.6017,58337
Lee,Holmes,1991,161.379,97.0295,58336
Hephzibah,Vincent,1960,192.3,64.9907,58335
Shandeigh,Knox,1965,162.897,98.2708,58335
Gerladina,Davenport,1963,161.881,69.5743,58333
Eilis,Cannon,1984,177.23,73.5224,58328
Noreen,Buckley,1971,173.357,53.7759,58328
Corene,Webb,1972,191.096,56.2634,58327
Fanchette,Shannon,1954,167.994,92.6997,58326
Barry,Rich,1950,154.788,62.2002,58323
Nessie,Blackburn,2009,154.308,62.908,58322
Joya,Tucker,2002,199.651,65.9563,58319
Catarina,Graves,1965,198.558,64.8443,58311
Jayme,Wilkinson,2002,184.798,53.211,58308
Rosabella,Glass,1953,187.355,86.5771,58302
Trenna,Bowden,2000,193.866,92.5709,58298
Hyacinthe,Adler,1979,164.298,90.5807,58291
Carmina,Ellington,1990,191.059,95.471,58291
Krystyna,Clarke,1984,193.308,73.6475,58289
Dolorita,Lynn,1990,177.636,62.8517,58289
Katina,McGuire,1968,179.637,59.9657,58289
Opaline,Kim,1956,189.531,52.9312,58288
Nona,Lyons,2008,169.821,60.9339,58287
Deborah,Small,1995,177.997,99.4044,58286
Allys,Hopkins,1968,163.014,71.5987,58285
Margaux,Hunter,1977,170.325,57.5706,58284
Frederica,Duncan,1998,182.293,75.9447,58281
Maiga,McConnell,1981,155.726,75.159,58271
